事件編號,死亡人數_24小時內,死亡人數_2_30日內,受傷人數
49446,0,0,1
49447,0,0,1
49448,0,0,1
49449,0,0,1
49450,0,0,2
49451,0,0,2
49452,0,0,2
49453,0,0,2
49454,0,0,1
49455,0,0,1
49456,0,0,1
49457,0,0,1
49458,1,0,0
49459,1,0,0
49460,0,0,2
49461,0,0,2
49462,0,0,2
49463,0,0,2
49464,0,0,2
49465,0,0,2
49466,0,0,2
49467,0,0,2
49468,0,0,1
49469,0,0,1
49470,0,0,1
49471,0,0,1
49472,0,0,1
49473,0,0,1
49474,0,0,2
49475,0,0,2
49476,0,0,2
49477,0,0,2
49478,0,0,1
49479,0,0,1
49480,0,0,1
49481,0,0,1
49482,0,0,1
49483,0,0,1
49484,0,0,1
49485,0,0,1
49486,0,0,1
49487,0,0,1
49488,0,1,0
49489,0,1,0
49490,0,0,2
49491,0,0,2
49492,0,0,2
49493,0,0,1
49494,0,0,1
49495,0,0,1
49496,0,0,1
49497,0,0,1
49498,0,0,1
49499,0,0,2
49500,0,0,2
49501,0,0,1
49502,0,0,1
49503,0,0,1
49504,0,0,1
49505,0,0,1
49506,0,0,1
49507,0,0,2
49508,0,0,2
49509,0,0,1
49510,0,0,1
49511,0,0,2
49512,0,0,2
49513,0,0,2
49514,0,0,1
49515,0,0,1
49516,0,0,1
49517,0,0,1
49518,0,0,1
49519,0,0,1
49520,0,0,1
49521,0,0,1
49522,0,0,1
49523,0,0,1
49524,0,0,1
49525,0,0,1
49526,0,0,2
49527,0,0,2
49528,0,0,1
49529,0,0,1
49530,0,0,1
49531,0,0,1
49532,0,0,1
49533,0,0,1
49534,0,0,1
49535,0,0,1
49536,0,0,1
49537,0,0,1
49538,0,0,1
49539,0,0,1
49540,0,0,1
49541,0,0,1
49542,0,0,1
49543,0,0,1
49544,0,0,1
49545,0,0,1
49546,0,0,1
49547,0,0,1
49548,0,0,1
49549,0,0,1
49550,0,0,1
49551,0,0,1
49552,0,0,1
49553,0,0,1
49554,0,0,1
49555,0,0,3
49556,0,0,3
49557,0,0,3
49558,0,0,3
49559,0,0,3
49560,0,0,3
49561,0,0,1
49562,0,0,1
49563,0,0,2
49564,0,0,2
49565,0,0,1
49566,0,0,1
49567,0,0,1
49568,0,0,1
49569,0,0,1
49570,0,0,1
49571,1,0,0
49572,1,0,0
49573,1,0,0
49574,1,0,0
49575,1,0,0
49576,1,0,0
49577,0,0,1
49578,0,0,1
49579,0,0,2
49580,0,0,2
49581,0,0,2
49582,0,0,1
49583,0,0,1
49584,0,0,1
49585,0,0,1
49586,0,0,1
49587,0,0,1
49588,0,0,1
49589,0,0,1
49590,0,0,1
49591,0,0,1
49592,0,0,1
49593,0,0,1
49594,0,0,1
49595,0,0,1
49596,0,0,2
49597,0,0,2
49598,0,0,2
49599,0,0,1
49600,0,0,1
49601,0,0,1
49602,0,0,1
49603,0,0,1
49604,0,0,3
49605,0,0,3
49606,0,0,3
49607,0,0,3
49608,0,0,2
49609,0,0,2
49610,0,0,1
49611,0,0,1
49612,0,0,1
49613,0,0,1
49614,0,0,2
49615,0,0,2
49616,0,0,1
49617,0,0,1
49618,0,0,2
49619,0,0,2
49620,0,0,2
49621,0,0,1
49622,0,0,1
49623,0,0,1
49624,0,0,1
49625,0,0,1
49626,0,0,1
49627,0,0,1
49628,0,0,1
49629,0,0,1
49630,0,0,1
49631,0,0,1
49632,0,0,1
49633,0,0,1
49634,0,0,1
49635,0,0,1
49636,0,0,1
49637,0,0,1
49638,0,0,1
49639,0,0,1
49640,0,0,1
49641,0,0,1
49642,0,0,1
49643,0,0,1
49644,0,0,1
49645,0,0,1
49646,0,0,1
49647,0,0,1
49648,0,0,1
49649,0,0,1
49650,0,0,1
49651,0,0,1
49652,0,0,1
49653,0,0,1
49654,0,0,1
49655,0,0,1
49656,0,0,1
49657,0,0,1
49658,0,0,1
49659,0,0,1
49660,0,0,2
49661,0,0,2
49662,0,0,1
49663,0,0,1
49664,0,0,1
49665,0,0,1
49666,0,0,1
49667,0,0,1
49668,0,0,2
49669,0,0,2
49670,0,0,1
49671,0,0,1
49672,0,0,2
49673,0,0,2
49674,0,0,1
49675,0,0,1
49676,0,0,1
49677,0,0,1
49678,0,0,1
49679,0,0,1
49680,0,0,2
49681,0,0,2
49682,0,0,2
49683,0,0,1
49684,0,0,1
49685,0,0,1
49686,0,0,1
49687,0,0,1
49688,0,0,1
49689,0,0,1
49690,0,0,1
49691,0,0,1
49692,0,0,1
49693,0,0,1
49694,0,0,1
49695,0,0,2
49696,0,0,2
49697,0,0,1
49698,0,0,1
49699,0,0,1
49700,0,0,1
49701,0,0,1
49702,0,0,1
49703,0,0,1
49704,0,0,1
49705,0,0,1
49706,0,0,1
49707,0,0,1
49708,0,0,1
49709,0,0,2
49710,0,0,2
49711,0,0,2
49712,0,0,2
49713,0,0,2
49714,0,0,2
49715,0,0,2
49716,0,0,1
49717,0,0,1
49718,0,0,1
49719,0,0,1
49720,0,0,1
49721,0,0,1
49722,0,0,1
49723,0,0,1
49724,0,0,2
49725,0,0,2
49726,0,0,2
49727,0,0,1
49728,0,0,1
49729,0,0,1
49730,0,0,1
49731,0,0,3
49732,0,0,3
49733,0,0,3
49734,0,0,2
49735,0,0,2
49736,0,0,1
49737,0,0,1
49738,0,0,1
49739,0,0,1
49740,0,0,1
49741,0,0,1
49742,0,0,1
49743,0,0,1
49744,0,0,3
49745,0,0,3
49746,0,0,3
49747,0,0,3
49748,0,0,3
49749,0,0,1
49750,0,0,1
49751,0,0,1
49752,0,0,1
49753,0,0,1
49754,0,0,1
49755,0,0,1
49756,0,0,1
49757,0,0,1
49758,0,0,1
49759,0,0,1
49760,0,0,1
49761,0,0,1
49762,0,0,2
49763,0,0,2
49764,0,0,1
49765,0,0,1
49766,0,0,1
49767,0,0,1
49768,0,0,1
49769,0,0,1
49770,0,0,2
49771,0,0,2
49772,0,0,1
49773,0,0,1
49774,0,0,1
49775,0,0,1
49776,0,0,1
49777,0,0,1
49778,0,0,1
49779,0,0,1
49780,0,0,1
49781,0,0,1
49782,0,0,1
49783,0,0,1
49784,0,0,1
49785,0,0,1
49786,0,0,1
49787,0,0,1
49788,0,0,1
49789,0,0,1
49790,0,0,1
49791,0,0,1
49792,0,0,1
49793,0,0,1
49794,0,0,2
49795,0,0,2
49796,0,0,2
49797,0,0,2
49798,0,0,2
49799,0,0,2
49800,0,0,1
49801,0,0,1
49802,0,0,1
49803,0,0,1
49804,0,0,1
49805,0,0,2
49806,0,0,2
49807,0,0,2
49808,0,0,1
49809,0,0,1
49810,0,0,1
49811,0,0,1
49812,0,0,1
49813,0,0,1
49814,0,0,2
49815,0,0,2
49816,0,0,1
49817,0,0,1
49818,0,0,1
49819,0,0,1
49820,0,0,1
49821,0,0,1
49822,0,0,1
49823,0,0,1
49824,0,0,1
49825,0,0,1
49826,0,0,1
49827,0,0,1
49828,0,0,1
49829,0,0,2
49830,0,0,2
49831,0,0,2
49832,0,0,3
49833,0,0,3
49834,0,0,3
49835,0,0,2
49836,0,0,2
49837,0,0,1
49838,0,0,1
49839,0,0,1
49840,0,0,1
49841,0,0,1
49842,0,0,1
49843,0,0,2
49844,0,0,2
49845,0,0,2
49846,0,0,1
49847,0,0,1
49848,0,0,1
49849,0,0,1
49850,0,0,1
49851,0,0,1
49852,0,0,1
49853,0,0,1
49854,0,0,1
49855,0,0,1
49856,0,0,1
49857,0,0,1
49858,0,0,1
49859,0,0,1
49860,0,0,1
49861,0,0,2
49862,0,0,2
49863,0,0,2
49864,0,0,2
49865,0,0,1
49866,0,0,1
49867,0,0,2
49868,0,0,2
49869,0,0,2
49870,0,0,2
49871,0,0,1
49872,0,0,1
49873,0,0,3
49874,0,0,3
49875,0,0,3
49876,0,0,2
49877,0,0,2
49878,0,0,1
49879,0,0,1
49880,0,0,1
49881,0,0,1
49882,0,0,2
49883,0,0,2
49884,0,0,1
49885,0,0,1
49886,0,0,2
49887,0,0,2
49888,0,0,2
49889,0,0,1
49890,0,0,1
49891,0,0,2
49892,0,0,2
49893,0,0,2
49894,0,0,1
49895,0,0,1
49896,0,0,1
49897,0,0,1
49898,0,0,2
49899,0,0,2
49900,0,0,1
49901,0,0,1
49902,0,0,1
49903,0,0,1
49904,0,0,1
49905,0,0,1
49906,0,0,1
49907,0,0,1
49908,0,0,1
49909,0,0,1
49910,0,0,1
49911,0,0,1
49912,0,0,1
49913,0,0,1
49914,0,0,1
49915,0,0,1
49916,0,0,1
49917,0,0,1
49918,0,0,1
49919,0,0,1
49920,0,0,1
49921,0,0,1
49922,0,0,1
49923,0,0,1
49924,0,0,1
49925,0,0,1
49926,0,0,1
49927,0,0,1
49928,0,0,2
49929,0,0,2
49930,0,0,1
49931,0,0,1
49932,0,0,1
49933,0,0,1
49934,0,0,1
49935,0,0,1
49936,0,0,1
49937,0,0,1
49938,0,0,1
49939,0,0,1
49940,0,0,1
49941,0,0,1
49942,0,0,1
49943,0,0,1
49944,0,0,1
49945,0,0,1
49946,0,0,1
49947,0,0,1
49948,0,0,2
49949,0,0,2
49950,0,0,1
49951,0,0,1
49952,0,0,1
49953,0,0,1
49954,0,0,1
49955,0,0,1
49956,0,0,1
49957,0,0,1
49958,0,0,2
49959,0,0,2
49960,0,0,1
49961,0,0,1
49962,0,0,1
49963,0,0,1
49964,0,0,1
49965,0,0,1
49966,0,0,1
49967,0,0,1
49968,0,0,1
49969,0,0,2
49970,0,0,2
49971,0,0,1
49972,0,0,1
49973,0,0,1
49974,0,0,1
49975,0,0,1
49976,0,0,1
49977,0,0,1
49978,0,0,1
49979,0,0,1
49980,0,0,1
49981,0,0,2
49982,0,0,2
49983,0,0,2
49984,0,0,2
49985,0,0,2
49986,0,0,2
49987,0,0,1
49988,0,0,1
49989,0,0,1
49990,0,0,1
49991,0,0,1
49992,0,0,1
49993,0,0,1
49994,0,0,1
49995,0,0,1
49996,0,0,1
49997,0,0,2
49998,0,0,2
49999,0,0,1
50000,0,0,1
50001,0,0,2
50002,0,0,2
50003,0,0,1
50004,0,0,1
50005,0,0,1
50006,0,0,1
50007,0,0,1
50008,0,0,1
50009,0,0,1
50010,0,0,1
50011,0,0,1
50012,0,0,1
50013,0,0,2
50014,0,0,2
50015,0,0,2
50016,0,0,2
50017,0,0,2
50018,0,0,2
50019,0,0,1
50020,0,0,1
50021,0,0,1
50022,0,0,1
50023,0,0,2
50024,0,0,2
50025,0,0,1
50026,0,0,1
50027,0,0,1
50028,0,0,1
50029,0,0,1
50030,0,0,1
50031,0,0,1
50032,0,0,1
50033,0,0,2
50034,0,0,2
50035,0,0,1
50036,0,0,1
50037,0,0,1
50038,0,0,1
50039,0,0,2
50040,0,0,2
50041,0,0,2
50042,0,0,2
50043,0,0,2
50044,0,0,2
50045,0,0,2
50046,0,0,2
50047,0,0,1
50048,0,0,1
50049,0,0,1
50050,0,0,1
50051,0,0,1
50052,0,0,1
50053,0,0,1
50054,0,0,1
50055,0,0,2
50056,0,0,2
50057,0,0,1
50058,0,0,1
50059,0,0,1
50060,0,0,1
50061,0,0,1
50062,0,0,1
50063,0,0,2
50064,0,0,2
50065,0,0,1
50066,0,0,1
50067,0,0,1
50068,0,0,1
50069,0,0,1
50070,0,0,1
50071,0,0,1
50072,0,0,1
50073,0,0,1
50074,0,0,1
50075,0,0,1
50076,0,0,1
50077,0,0,1
50078,0,0,1
50079,0,0,1
50080,0,0,2
50081,0,0,2
50082,0,0,2
50083,0,0,2
50084,0,0,2
50085,0,0,2
50086,0,0,1
50087,0,0,1
50088,0,0,2
50089,0,0,2
50090,0,0,1
50091,0,0,1
50092,0,0,1
50093,0,0,1
50094,0,0,2
50095,0,0,2
50096,0,0,1
50097,0,0,1
50098,0,0,1
50099,0,0,1
50100,0,0,1
50101,0,0,1
50102,0,0,2
50103,0,0,2
50104,0,0,1
50105,0,0,1
50106,0,0,1
50107,0,0,2
50108,0,0,2
50109,0,0,2
50110,0,0,1
50111,0,0,1
50112,0,0,1
50113,0,0,1
50114,0,0,2
50115,0,0,2
50116,0,0,1
50117,0,0,1
50118,0,0,1
50119,0,0,1
50120,0,0,2
50121,0,0,2
50122,0,0,2
50123,0,0,2
50124,0,0,1
50125,0,0,1
50126,0,0,1
50127,0,0,1
50128,0,0,1
50129,0,0,1
50130,0,0,1
50131,0,0,1
50132,0,0,1
50133,0,0,1
50134,0,0,2
50135,0,0,2
50136,0,0,1
50137,0,0,1
50138,0,0,2
50139,0,0,2
50140,0,0,1
50141,0,0,1
50142,0,0,1
50143,0,0,1
50144,0,0,1
50145,0,0,1
50146,0,0,1
50147,0,0,1
50148,0,0,1
50149,0,0,1
50150,0,0,3
50151,0,0,3
50152,0,0,3
50153,0,0,2
50154,0,0,2
50155,0,0,2
50156,0,0,1
50157,0,0,1
50158,0,0,2
50159,0,0,2
50160,0,0,2
50161,0,0,2
50162,0,0,2
50163,0,0,2
50164,0,0,2
50165,0,0,1
50166,0,0,1
50167,0,0,1
50168,0,0,1
50169,0,0,2
50170,0,0,2
50171,0,0,1
50172,0,0,1
50173,0,0,1
50174,0,0,1
50175,0,0,1
50176,0,0,1
50177,0,0,1
50178,0,0,1
50179,0,0,1
50180,0,0,1
50181,0,0,1
50182,0,0,1
50183,0,0,1
50184,0,0,1
50185,0,0,1
50186,0,0,1
50187,0,0,1
50188,0,0,1
50189,0,0,1
50190,1,0,1
50191,1,0,1
50192,1,0,1
50193,0,0,1
50194,0,0,1
50195,0,0,1
50196,0,0,1
50197,0,0,1
50198,0,0,1
50199,0,0,1
50200,0,0,1
50201,0,0,1
50202,0,0,1
50203,0,0,2
50204,0,0,2
50205,0,0,1
50206,0,0,1
50207,0,0,1
50208,0,0,1
50209,0,0,2
50210,0,0,2
50211,0,0,1
50212,0,0,1
50213,0,0,1
50214,0,0,1
50215,0,0,1
50216,0,0,1
50217,0,0,1
50218,0,0,1
50219,0,0,1
50220,0,0,1
50221,0,0,1
50222,0,0,1
50223,0,0,1
50224,0,0,1
50225,0,0,1
50226,0,0,1
50227,0,0,1
50228,0,0,1
50229,0,0,1
50230,0,0,2
50231,0,0,2
50232,0,0,2
50233,0,0,2
50234,0,0,2
50235,0,0,1
50236,0,0,1
50237,0,0,1
50238,0,0,1
50239,0,0,1
50240,0,0,1
50241,0,0,1
50242,0,0,1
50243,0,0,1
50244,0,0,1
50245,0,0,1
50246,0,0,1
50247,0,0,1
50248,0,0,1
50249,0,0,1
50250,0,0,1
50251,0,0,1
50252,0,0,1
50253,0,0,1
50254,0,0,1
50255,0,0,1
50256,0,0,2
50257,0,0,2
50258,0,0,1
50259,0,0,1
50260,0,0,1
50261,0,0,1
50262,0,0,1
50263,0,0,2
50264,0,0,2
50265,0,0,2
50266,0,0,1
50267,0,0,1
50268,0,0,1
50269,0,0,2
50270,0,0,2
50271,0,0,1
50272,0,0,1
50273,0,0,1
50274,0,0,1
50275,0,0,2
50276,0,0,2
50277,0,0,2
50278,0,0,1
50279,0,0,1
50280,0,0,2
50281,0,0,2
50282,0,0,1
50283,0,0,1
50284,0,0,1
50285,0,0,1
50286,0,0,1
50287,0,0,1
50288,0,0,1
50289,0,0,1
50290,0,0,1
50291,0,0,1
50292,0,0,1
50293,0,0,1
50294,0,0,1
50295,0,0,2
50296,0,0,2
50297,0,0,1
50298,0,0,1
50299,0,0,1
50300,0,0,1
50301,0,0,1
50302,0,0,1
50303,0,0,1
50304,0,0,1
50305,0,0,1
50306,0,0,1
50307,0,0,1
50308,0,0,1
50309,0,0,1
50310,0,0,1
50311,0,0,1
50312,0,0,1
50313,0,0,1
50314,0,0,1
50315,0,0,1
50316,0,0,4
50317,0,0,4
50318,0,0,4
50319,0,0,4
50320,0,0,1
50321,0,0,1
50322,0,0,1
50323,0,0,1
50324,0,0,1
50325,0,0,1
50326,0,0,3
50327,0,0,3
50328,0,0,3
50329,0,0,1
50330,0,0,1
50331,0,0,1
50332,0,0,1
50333,0,0,1
50334,0,0,2
50335,0,0,2
50336,1,0,0
50337,1,0,0
50338,0,0,1
50339,0,0,1
50340,0,0,1
50341,0,0,1
50342,0,0,1
50343,0,0,1
50344,0,0,1
50345,0,0,1
50346,0,0,2
50347,0,0,2
50348,0,0,1
50349,0,0,1
50350,0,0,2
50351,0,0,2
50352,0,0,1
50353,0,0,1
50354,0,0,1
50355,0,0,1
50356,0,0,1
50357,0,0,1
50358,0,0,1
50359,0,0,1
50360,0,0,1
50361,0,0,1
50362,0,0,1
50363,0,0,1
50364,0,0,5
50365,0,0,5
50366,0,0,5
50367,0,0,5
50368,0,0,5
50369,0,0,5
50370,0,0,2
50371,0,0,2
50372,0,0,1
50373,0,0,1
50374,0,0,2
50375,0,0,2
50376,0,0,2
50377,0,0,2
50378,0,0,2
50379,0,0,1
50380,0,0,1
50381,0,0,2
50382,0,0,2
50383,0,0,1
50384,0,0,1
50385,0,0,1
50386,0,0,1
50387,0,0,1
50388,0,0,1
50389,0,0,1
50390,0,0,1
50391,0,0,1
50392,0,0,1
50393,0,0,1
50394,0,0,1
50395,0,0,1
50396,0,0,1
50397,0,0,1
50398,0,0,1
50399,0,0,1
50400,0,0,1
50401,0,0,1
50402,0,0,1
50403,0,0,1
50404,0,0,1
50405,0,0,1
50406,0,0,1
50407,0,0,1
50408,0,0,1
50409,0,0,1
50410,0,0,1
50411,0,0,2
50412,0,0,2
50413,0,0,1
50414,0,0,1
50415,0,0,2
50416,0,0,2
50417,0,0,1
50418,0,0,1
50419,0,0,2
50420,0,0,2
50421,0,0,1
50422,0,0,1
50423,0,0,1
50424,0,0,1
50425,0,0,1
50426,0,0,1
50427,0,0,1
50428,0,0,1
50429,0,0,2
50430,0,0,2
50431,0,0,1
50432,0,0,1
50433,0,0,2
50434,0,0,2
50435,0,0,2
50436,0,0,1
50437,0,0,1
50438,0,0,1
50439,0,0,1
50440,0,0,1
50441,0,0,1
50442,0,0,2
50443,0,0,2
50444,0,0,2
50445,0,0,2
50446,0,0,1
50447,0,0,1
50448,0,0,2
50449,0,0,2
50450,0,0,1
50451,0,0,1
50452,0,0,1
50453,0,0,1
50454,0,0,2
50455,0,0,2
50456,0,0,1
50457,0,0,1
50458,0,0,1
50459,0,0,1
50460,0,0,1
50461,0,0,1
50462,0,0,1
50463,0,0,1
50464,0,0,2
50465,0,0,2
50466,0,0,2
50467,0,0,1
50468,0,0,1
50469,0,0,1
50470,0,0,1
50471,0,0,2
50472,0,0,2
50473,0,0,2
50474,0,0,2
50475,0,0,2
50476,0,0,2
50477,0,0,1
50478,0,0,1
50479,0,0,2
50480,0,0,2
50481,0,0,1
50482,0,0,1
50483,0,0,1
50484,0,0,1
50485,0,0,1
50486,0,0,1
50487,0,0,2
50488,0,0,2
50489,0,0,2
50490,0,0,1
50491,0,0,1
50492,0,0,1
50493,0,0,1
50494,0,0,1
50495,0,0,1
50496,0,0,2
50497,0,0,2
50498,0,0,1
50499,0,0,1
50500,0,0,1
50501,0,0,1
50502,0,0,1
50503,0,0,1
50504,0,0,1
50505,0,0,1
50506,0,0,1
50507,0,0,1
50508,0,0,2
50509,0,0,2
50510,0,0,2
50511,0,0,1
50512,0,0,1
50513,0,0,1
50514,0,0,1
50515,0,0,1
50516,0,0,1
50517,0,0,1
50518,0,0,1
50519,0,0,1
50520,0,0,1
50521,0,0,1
50522,0,0,1
50523,0,0,1
50524,0,0,1
50525,0,0,1
50526,0,0,1
50527,0,0,1
50528,0,0,1
50529,0,0,2
50530,0,0,2
50531,0,0,2
50532,1,0,0
50533,1,0,0
50534,0,0,2
50535,0,0,2
50536,0,0,2
50537,0,0,1
50538,0,0,1
50539,0,0,1
50540,0,0,1
50541,0,0,1
50542,0,0,1
50543,0,0,1
50544,0,0,1
50545,0,0,1
50546,0,0,1
50547,0,0,1
50548,0,0,1
50549,0,0,1
50550,0,0,1
50551,0,0,1
50552,0,0,1
50553,0,0,1
50554,0,0,1
50555,0,0,1
50556,0,0,1
50557,0,0,1
50558,0,0,1
50559,0,0,1
50560,0,0,1
50561,0,0,1
50562,0,1,1
50563,0,1,1
50564,0,0,1
50565,0,0,1
50566,0,0,1
50567,0,0,1
50568,0,0,2
50569,0,0,2
50570,0,0,1
50571,0,0,1
50572,0,0,1
50573,0,0,1
50574,0,0,1
50575,0,0,1
50576,0,0,1
50577,0,0,1
50578,0,0,1
50579,0,0,2
50580,0,0,2
50581,0,0,2
50582,0,0,2
50583,0,0,2
50584,0,0,2
50585,0,0,2
50586,0,0,2
50587,0,0,2
50588,0,0,1
50589,0,0,1
50590,0,0,1
50591,0,0,1
50592,0,0,1
50593,0,0,1
50594,0,0,2
50595,0,0,2
50596,0,0,2
50597,0,0,1
50598,0,0,1
50599,0,0,1
50600,0,0,1
50601,0,0,1
50602,0,0,1
50603,0,0,1
50604,0,0,1
50605,0,0,1
50606,0,0,2
50607,0,0,2
50608,0,0,2
50609,0,0,2
50610,0,0,2
50611,0,0,2
50612,0,0,1
50613,0,0,1
50614,0,0,2
50615,0,0,2
50616,0,0,2
50617,0,0,2
50618,0,0,2
50619,0,0,2
50620,0,0,1
50621,0,0,1
50622,0,0,1
50623,0,0,1
50624,0,0,2
50625,0,0,2
50626,0,0,1
50627,0,0,1
50628,0,0,2
50629,0,0,2
50630,0,0,2
50631,0,0,1
50632,0,0,1
50633,0,0,1
50634,0,0,1
50635,0,0,1
50636,0,0,1
50637,0,0,1
50638,0,0,1
50639,0,0,1
50640,0,0,1
50641,0,0,1
50642,0,0,2
50643,0,0,2
50644,0,0,2
50645,0,0,2
50646,0,0,1
50647,0,0,1
50648,0,0,1
50649,0,0,1
50650,0,0,1
50651,0,0,1
50652,0,0,1
50653,0,0,1
50654,0,0,1
50655,0,0,1
50656,0,0,1
50657,0,0,1
50658,0,0,1
50659,0,0,1
50660,0,0,1
50661,0,0,2
50662,0,0,2
50663,0,0,2
50664,0,0,2
50665,0,0,2
50666,0,0,1
50667,0,0,1
50668,0,0,1
50669,0,0,1
50670,0,0,1
50671,0,0,1
50672,0,0,1
50673,0,0,1
50674,0,0,1
50675,0,0,1
50676,0,0,1
50677,0,0,1
50678,0,0,1
50679,0,0,2
50680,0,0,2
50681,0,0,1
50682,0,0,1
50683,0,0,4
50684,0,0,4
50685,0,0,4
50686,0,0,4
50687,0,0,1
50688,0,0,1
50689,0,0,2
50690,0,0,2
50691,0,0,1
50692,0,0,1
50693,0,0,1
50694,0,0,1
50695,0,0,2
50696,0,0,2
50697,0,0,1
50698,0,0,1
50699,0,0,1
50700,0,0,1
50701,0,0,2
50702,0,0,2
50703,0,0,1
50704,0,0,1
50705,0,0,1
50706,0,0,1
50707,0,0,1
50708,0,0,1
50709,0,0,2
50710,0,0,2
50711,0,0,1
50712,0,0,1
50713,0,0,2
50714,0,0,2
50715,0,0,2
50716,0,0,2
50717,0,0,2
50718,0,0,2
50719,0,0,1
50720,0,0,1
50721,0,0,1
50722,0,0,1
50723,0,0,1
50724,0,0,2
50725,0,0,2
50726,0,0,2
50727,0,0,1
50728,0,0,1
50729,0,0,1
50730,0,0,1
50731,0,0,1
50732,0,0,1
50733,0,0,1
50734,0,0,1
50735,0,0,1
50736,0,0,1
50737,0,0,1
50738,0,0,1
50739,0,0,1
50740,0,0,1
50741,0,0,3
50742,0,0,3
50743,0,0,3
50744,0,0,1
50745,0,0,1
50746,0,0,1
50747,0,0,1
50748,0,0,1
50749,0,0,1
50750,0,0,1
50751,0,0,1
50752,0,0,1
50753,0,0,1
50754,1,0,1
50755,1,0,1
50756,0,0,1
50757,0,0,1
50758,0,0,2
50759,0,0,2
50760,0,0,1
50761,0,0,1
50762,0,0,2
50763,0,0,2
50764,0,0,1
50765,0,0,1
50766,0,0,1
50767,0,0,1
50768,0,0,2
50769,0,0,2
50770,0,0,2
50771,0,0,2
50772,0,0,2
50773,0,0,2
50774,0,0,2
50775,0,0,2
50776,0,0,1
50777,0,0,1
50778,0,0,1
50779,0,0,1
50780,0,0,1
50781,0,0,1
50782,0,0,2
50783,0,0,2
50784,0,0,2
50785,0,0,1
50786,0,0,1
50787,0,0,2
50788,0,0,2
50789,0,0,2
50790,0,0,2
50791,0,0,1
50792,0,0,1
50793,0,0,1
50794,0,0,1
50795,0,0,2
50796,0,0,2
50797,0,0,1
50798,0,0,1
50799,0,0,2
50800,0,0,2
50801,0,0,1
50802,0,0,1
50803,0,0,2
50804,0,0,2
50805,0,0,2
50806,0,0,1
50807,0,0,1
50808,0,0,1
50809,0,0,1
50810,0,0,1
50811,0,0,1
50812,0,0,1
50813,0,0,1
50814,0,0,1
50815,0,0,1
50816,0,0,3
50817,0,0,3
50818,0,0,3
50819,0,0,1
50820,0,0,1
50821,0,0,1
50822,0,0,1
50823,0,0,1
50824,0,0,1
50825,0,0,1
50826,0,0,1
50827,0,0,1
50828,0,0,1
50829,0,0,1
50830,0,0,1
50831,0,0,1
50832,0,0,1
50833,0,0,4
50834,0,0,4
50835,0,0,4
50836,0,0,4
50837,0,0,1
50838,0,0,1
50839,0,0,1
50840,0,0,1
50841,0,0,1
50842,0,0,1
50843,0,0,1
50844,0,0,1
50845,0,0,1
50846,0,0,1
50847,0,0,3
50848,0,0,3
50849,0,0,3
50850,0,0,3
50851,0,0,2
50852,0,0,2
50853,0,0,2
50854,0,0,1
50855,0,0,1
50856,0,0,1
50857,0,0,1
50858,0,0,2
50859,0,0,2
50860,0,0,1
50861,0,0,1
50862,0,0,1
50863,0,0,1
50864,0,0,3
50865,0,0,3
50866,0,0,3
50867,0,0,3
50868,0,0,1
50869,0,0,1
50870,0,0,1
50871,0,0,1
50872,0,0,1
50873,0,0,2
50874,0,0,2
50875,0,0,2
50876,0,0,1
50877,0,0,1
50878,0,0,1
50879,0,0,1
50880,0,0,1
50881,0,0,1
50882,0,0,1
50883,0,0,1
50884,0,0,1
50885,0,0,1
50886,0,0,1
50887,0,0,2
50888,0,0,2
50889,0,0,1
50890,0,0,1
50891,0,0,1
50892,0,0,1
50893,0,0,1
50894,0,0,1
50895,0,0,1
50896,0,0,1
50897,0,0,1
50898,0,0,2
50899,0,0,2
50900,0,0,1
50901,0,0,1
50902,0,0,1
50903,0,0,1
50904,0,0,3
50905,0,0,3
50906,0,0,3
50907,0,0,3
50908,0,0,1
50909,0,0,1
50910,0,0,1
50911,0,0,1
50912,0,0,1
50913,0,0,1
50914,0,0,2
50915,0,0,2
50916,0,0,2
50917,0,0,2
50918,0,0,2
50919,0,0,3
50920,0,0,3
50921,0,0,3
50922,0,0,3
50923,0,0,1
50924,0,0,1
50925,0,0,1
50926,0,0,1
50927,0,0,2
50928,0,0,2
50929,0,0,2
50930,0,0,2
50931,0,0,1
50932,0,0,1
50933,0,0,2
50934,0,0,2
50935,0,0,1
50936,0,0,1
50937,0,0,1
50938,0,0,1
50939,0,0,1
50940,0,0,1
50941,0,0,1
50942,0,0,1
50943,0,0,2
50944,0,0,2
50945,0,0,2
50946,0,0,2
50947,0,0,2
50948,0,0,2
50949,0,0,2
50950,0,0,2
50951,0,0,2
50952,0,0,2
50953,0,0,1
50954,0,0,1
50955,0,0,1
50956,0,0,1
50957,0,0,2
50958,0,0,2
50959,0,0,2
50960,0,0,1
50961,0,0,1
50962,0,0,1
50963,0,0,1
50964,0,0,1
50965,0,0,1
50966,0,0,2
50967,0,0,2
50968,0,0,1
50969,0,0,1
50970,0,0,1
50971,0,0,1
50972,0,0,1
50973,0,0,1
50974,0,0,1
50975,0,0,1
50976,0,0,1
50977,0,0,1
50978,0,0,1
50979,0,0,1
50980,0,0,1
50981,0,0,1
50982,0,0,3
50983,0,0,3
50984,0,0,3
50985,0,0,3
50986,0,0,1
50987,0,0,1
50988,0,0,1
50989,0,0,1
50990,0,0,1
50991,0,0,1
50992,0,0,2
50993,0,0,2
50994,0,0,2
50995,0,1,0
50996,0,1,0
